ITP_name,ITP_id,hemisphere
l_NSC_ITP,720575940630046506,right
l_NSC_ITP,720575940629808911,right
l_NSC_ITP,720575940629872971,right
l_NSC_ITP,720575940627436035,right
l_NSC_ITP,720575940625721118,left
l_NSC_ITP,720575940629924091,left
l_NSC_ITP,720575940631592017,left
l_NSC_ITP,720575940613850262,left
5th_LNv,720575940619074049,right
5th_LNv,720575940625254636,left
LNd_ITP,720575940627933336,right
LNd_ITP,720575940634984800,left
